ID	FluxPsiDiff	NumIsoform	Type	FluxPsiG1	FluxPsiG2
ASM#281	0.005669409392800001	4	NA	0.9464574314573334	0.9415287628053334
ASM#282	NA	2	NA	NA	NA
ASM#283	0.0	3	NA	1.0	1.0
ASM#284	0.149508853031	2	NA	0.7941367243156666	0.6446278712846667
ASM#285	0.11119623132233347	13	NA	0.5971428571430001	0.4859466258206666
ASM#286	NA	2	NA	NA	NA
ASM#287	0.021985904594400002	2	NA	0.8820105820106666	0.9039964866050001
ASM#288	0.019282949325666654	4	NA	0.7452131575703334	0.7259302082446667
ASM#289	NA	28	NA	NA	NA
ASM#290	NA	3	NA	NA	NA
ASM#291	0.002380952380666712	2	ASS	0.5666666666666668	0.564285714286
ASM#292	0.09557923743233332	86	NA	0.565139320887	0.4695600834546667
ASM#293	NA	4	NA	NA	NA
ASM#294	0.20644998608233328	3	NA	0.6871952761686666	0.4829554669003333
ASM#295	0.01596415593803334	2	NA	0.9435073476166665	0.9594715035543334
ASM#296	0.008726686122999927	38	NA	0.5336056608343333	0.5303484539186666
ASM#297	NA	2	ASS	NA	NA
ASM#298	NA	2	NA	NA	NA
ASM#299	0.00516506479335	11	NA	0.9230482628763333	0.9240681520226666
ASM#300	0.029467561327000014	2	NA	0.8600244959486666	0.8894920572756666
ASM#301	0.012924764298333336	2	ASS	0.7558468834686667	0.768771647767
ASM#302	0.09315962958033336	54	NA	0.3651389279486666	0.3095489172936667
ASM#303	0.05303611261833335	12	NA	0.7055555555556666	0.7087954422136665
ASM#304	NA	5	NA	NA	NA
ASM#305	0.06079746963346669	24	NA	0.8969404186793333	0.8467249596280001
ASM#306	NA	3	NA	NA	NA
ASM#307	0.031034671406000025	2	NA	0.694105233889	0.7251399052949999
ASM#308	NA	2	SE	NA	NA
ASM#309	0.1470121388556667	91	NA	0.5081300813006667	0.5470956232353333
ASM#310	0.07486828280966666	39	NA	0.5025184635826667	0.5528888573766667
ASM#311	6.096287299994785e-05	20	NA	0.998936735779	0.998875772906
ASM#312	NA	12	NA	NA	NA
ASM#313	0.21507936507966674	31	NA	0.9190476190476667	0.703968253968
ASM#314	0.04611992945333332	17	NA	0.8812169312170001	0.8350970017636667
ASM#315	0.01342583985033341	3	NA	0.9696031297133333	0.9830289695636667
ASM#316	0.08792870577466672	17	NA	0.803649441772	0.7157207359973333
ASM#317	NA	5	NA	NA	NA
ASM#318	0.024576288297000093	2	NA	0.5261812874606666	0.5507575757576667
ASM#319	0.02426914792399998	37	NA	0.5203962703963333	0.5434728154830001
ASM#320	NA	2	NA	NA	NA
ASM#321	0.007743706404133332	16	NA	0.9518275617419999	0.9545602572713333
ASM#322	NA	28	NA	NA	NA
ASM#323	0.04044204614449999	11	NA	0.660198574934	0.651184720617
ASM#324	NA	179	NA	NA	NA
ASM#325	0.018211913604000096	2	NA	0.5320765918143333	0.5502885054183334
ASM#326	0.07046626087943333	38	NA	0.5668797766020001	0.5098238482383334
ASM#327	0.06620046620036671	4	NA	0.8222222222223333	0.7560217560220001
ASM#328	0.03166305916266654	8	NA	0.7394480519483334	0.771111111111
ASM#329	0.042915279011166665	10	NA	0.9126705653019999	0.869755286291
ASM#330	0.013257486406066665	2	NA	0.9779359854940001	0.964678499088
ASM#331	NA	7	NA	NA	NA
ASM#332	NA	8	NA	NA	NA
ASM#333	0.010891173099000007	27	NA	0.9591094958923333	0.9482183227933333
ASM#334	0.039523394362133334	10	NA	0.9604766056380001	1.0
ASM#335	0.15898101760243338	2	NA	0.7216467817373333	0.8806277993396666
ASM#336	NA	2	NA	NA	NA
ASM#337	0.08427340619833334	9	NA	0.6009152078466666	0.5166418016483333
ASM#338	0.1932171184803333	5	NA	0.6851037692276667	0.4918866507473334
ASM#339	0.07693768865133332	4	NA	0.8084281650073333	0.8853658536586666
ASM#340	NA	2	ASS	NA	NA
ASM#341	0.014542076023000006	32	NA	0.521207503825	0.507681713247
ASM#342	NA	12	NA	NA	NA
ASM#343	0.042693502474666634	11	NA	0.5614060272453333	0.5924044235433333
ASM#344	NA	7	NA	NA	NA
ASM#345	NA	2	NA	NA	NA
ASM#346	0.07904585879466669	2	NA	0.47116118054300005	0.5502070393376667
ASM#347	0.0254168028770001	2	NA	0.9752097635393334	0.9497929606623333
ASM#348	0.03316862134266668	5	NA	0.5876103986476666	0.5719689376656666
ASM#349	0.1311980871596667	2	ASS	0.4765809412456667	0.6077790284053334
ASM#350	0.03751596151266673	2	SE	0.5196028719483333	0.48208691043566665
ASM#351	0.00970163110400002	2	NA	0.5073719804913334	0.5170736115953333
ASM#352	0.2725985343633334	201	NA	0.3853535353536666	0.657952069717
ASM#353	0.08008682818666657	146	NA	0.73940380164	0.6593169734533334
ASM#354	NA	3	NA	NA	NA
ASM#355	0.07792207792200001	33	NA	0.922077922078	1.0
ASM#356	0.15356802066709996	145	NA	0.35244895589700004	0.399355217993
ASM#357	0.00245657120509	7	NA	0.9876910429053334	0.9885908862380001
ASM#358	0.06585739599399995	14	NA	0.619793493084	0.5658516139663333
ASM#359	NA	5	NA	NA	NA
ASM#360	NA	6	NA	NA	NA
ASM#361	NA	6	NA	NA	NA
ASM#362	0.11764705882366666	2	ASS	0.7407407407406668	0.6230936819170001
ASM#363	NA	2	NA	NA	NA
ASM#364	NA	3	NA	NA	NA
ASM#365	0.24794600461266664	30	NA	0.5626780626783333	0.34961199294533335
ASM#366	NA	2	NA	NA	NA
ASM#367	NA	2	NA	NA	NA
ASM#368	0.23985616912466684	27	NA	0.6248196248200001	0.38496345569533325
ASM#369	0.19331029852366666	39	NA	0.758509634072	0.5651993355483333
ASM#370	0.0947852714796667	2	SE	0.5749094959623334	0.669694767442
ASM#371	0.0947852714796667	2	NA	0.5749094959623334	0.669694767442
ASM#372	NA	2	NA	NA	NA
ASM#373	0.007142857143000003	12	NA	0.8857142857143333	0.8785714285713334
ASM#374	0.01711698641456667	38	NA	0.9814468956076667	0.9669337170796667
ASM#375	NA	2	NA	NA	NA
ASM#376	NA	2	SE	NA	NA
ASM#377	0.00027429350533325625	2	NA	0.9983613857270001	0.9986356792323333
ASM#378	0.020874282620666706	3	NA	0.5326173671863333	0.5117430845656666
ASM#379	0.041015197429366684	2	NA	0.9001398663123333	0.859124668883
ASM#380	0.07882160598633337	16	NA	0.5089668615983333	0.516129032258
ASM#381	0.13057120100133335	13	NA	0.48083432895266665	0.3599078341013333
ASM#382	0.018764269020866663	13	NA	0.6855260613053332	0.6730393012866666
ASM#383	NA	2	NA	NA	NA
ASM#384	0.48900450033500004	4	NA	0.48900450033500004	0.0
ASM#385	NA	2	NA	NA	NA
ASM#386	NA	20	NA	NA	NA
ASM#387	0.056488337843	7	NA	0.8910429021706667	0.8345545643276667
ASM#388	0.03509700759333334	7	NA	0.8340792207826667	0.8613225173623333
ASM#389	0.06787413235166662	36	NA	0.7907782865056666	0.722904154154
ASM#390	NA	2	ASS	NA	NA
ASM#391	0.032542884913666636	2	SE	0.9679880703586666	0.935445185445
ASM#392	0.04288283483661	68	NA	0.3872196940623333	0.40428398761699996
ASM#393	NA	21	NA	NA	NA
ASM#394	0.010489254745333354	23	NA	0.8791015574633333	0.8895908122086666
ASM#395	NA	11	NA	NA	NA
ASM#396	0.0127316202972	3	NA	0.9359477124179999	0.940389764185
ASM#397	0.21917836698833335	29	NA	0.3778678256776667	0.15868945868933335
ASM#398	0.029775703925333463	14	NA	0.846751832046	0.8169761281206666
ASM#399	0.17724867724866689	5	NA	0.7037037037036665	0.8809523809523334
ASM#400	0.005822954836083338	88	NA	0.9713094686353333	0.966648092648
ASM#401	0.024097201163533324	43	NA	0.679583540141	0.6907853467399999
ASM#402	0.12247121070633335	290	NA	0.631613756614	0.5816993464053334
ASM#403	NA	8	NA	NA	NA
ASM#404	NA	122	NA	NA	NA
ASM#405	0.013616498871900001	84	NA	0.476875323934	0.4774167109693333
ASM#406	NA	24	NA	NA	NA
ASM#407	0.1615533567197	6	NA	0.49176523297499997	0.628989361702
ASM#408	0.11484958108956671	20	NA	0.40363045855066665	0.33707070707066666
ASM#409	0.04506323396533318	50	NA	0.7132113821136666	0.6681481481483335
ASM#410	0.043171978452666626	31	NA	0.8231571669073333	0.8663291453599999
ASM#411	0.04292386079686668	34	NA	0.8723618416776667	0.8909477609533333
ASM#412	0.02119278307763333	183	NA	0.9033322516663334	0.9172468207556665
ASM#413	NA	4	NA	NA	NA
ASM#414	0.10967196999376669	10	NA	0.6907448157770001	0.7962962962963333
ASM#415	0.02445048389533333	4	NA	0.5912501447516667	0.5680134680136667
ASM#416	NA	2	NA	NA	NA
ASM#417	0.06218272468263334	3	NA	0.834906220323	0.8909090909090001
ASM#418	0.09114436288326665	4	NA	0.7449494949496667	0.8150448585233333
ASM#419	0.035989164918299996	40	NA	0.8201974055273333	0.8144570946296668
ASM#420	0.019808754182999988	2	SE	0.6359770026333333	0.6557857568163333
ASM#421	0.03897748224566669	7	NA	0.45221520221499995	0.46270276396500004
ASM#422	0.07835907219856666	67	NA	0.5256935139836666	0.4958584351643333
ASM#423	NA	2	ASS	NA	NA
ASM#424	0.05472883597879999	16	NA	0.8836529982363333	0.8392857142856668
ASM#425	0.024948458625333347	5	NA	0.8726692668776667	0.8477208082523333
ASM#426	0.11719930396396668	57	NA	0.341702741703	0.4036541889483333
ASM#427	NA	19	NA	NA	NA
ASM#428	NA	2	ASS	NA	NA
ASM#429	NA	2	NA	NA	NA
ASM#430	0.14918246368333327	80	NA	0.4992063492063334	0.6483888128896667
ASM#431	0.0754413376973333	59	NA	0.9119481955303333	0.836506857833
ASM#432	NA	2	NA	NA	NA
ASM#433	NA	2	NA	NA	NA
ASM#434	NA	19	NA	NA	NA
ASM#435	0.0234898230222	6	NA	0.6037534020786667	0.588041740082
ASM#436	0.032763532763666725	2	NA	0.5370370370373333	0.5042735042736667
