ID	FluxPsiDiff	NumIsoform	Type	RegP	FluxPsiG1	FluxPsiG2	TotalCountG1	TotalCountG2
ASM#10690	0.08741547199196668	75	NA	0.0329413536152	0.256750298686	0.27705993939833334	32.333333333333336	101.66666666666667
ASM#10691	0.028119868637133345	4	NA	0.514885263418	0.9583333333333334	0.9302134646963335	16.0	28.666666666666668
ASM#10692	0.016047182791333325	17	NA	0.764313284133	0.4929437229436667	0.4792033289706666	28.666666666666668	79.33333333333333
ASM#10693	0.6174603174603334	63	NA	0.0174606518143	0.8333333333333334	0.215873015873	2.0	18.666666666666668
ASM#10694	NA	2	NA	NA	NA	NA	4.666666666666667	9.666666666666666
ASM#10695	0.09065589582866662	29	NA	0.288230018344	0.6142191142193333	0.5235632183906667	12.0	75.0
ASM#10696	0.04891188634749999	38	NA	0.198746279403	0.5214570324116666	0.504811431349	55.333333333333336	78.0
ASM#10697	0.4511545958916667	48	NA	0.198746279403	0.0	0.4511545958916667	0.0	37.666666666666664
ASM#10698	NA	25	NA	NA	NA	NA	0.6666666666666666	4.0
ASM#10699	0.33629711957033337	4	NA	0.975508337418	1.0	0.6637028804296666	2.3333333333333335	60.333333333333336
ASM#10700	0.1742045643846667	18	NA	0.235090123493	0.6944444444446667	0.52023988006	4.333333333333333	75.0
ASM#10701	NA	2	NA	NA	NA	NA	0.0	19.333333333333332
ASM#10702	0.04091746355233328	2	SE	0.495382877553	0.599640125956	0.6405575895083333	39.0	42.666666666666664
ASM#10703	NA	12	NA	NA	NA	NA	5.333333333333333	13.333333333333334
ASM#10704	0.07189702030933343	11	NA	2.580970682e-07	0.8142343174486667	0.7423372971393333	441.6666666666667	1213.3333333333333
ASM#10705	NA	2	NA	NA	NA	NA	0.0	9.666666666666666
ASM#10706	NA	2	NA	NA	NA	NA	0.0	10.333333333333334
ASM#10707	NA	2	NA	NA	NA	NA	3.6666666666666665	11.333333333333334
ASM#10708	0.16666666666666666	6	NA	0.999996454147	0.8333333333333334	0.8695652173913334	1.3333333333333333	23.0
ASM#10709	0.16932877711400013	82	NA	1.86174559934e-19	0.49763683829766664	0.6669656154116668	470.6666666666667	435.0
ASM#10710	0.004377644231333244	2	SE	0.513059993466	0.967078075135	0.9627004309036667	251.0	372.6666666666667
ASM#10711	0.05743247154866665	2	NA	0.01669149263	0.5455059268763334	0.602938398425	251.0	372.6666666666667
ASM#10712	0.05906688989666664	131	NA	0.0067385389214	0.5585704043766667	0.5011638664836667	399.6666666666667	308.6666666666667
ASM#10713	0.34951583354276666	156	NA	6.22578513667e-14	0.19849408855733333	0.40620490620466665	157.0	21.333333333333332
ASM#10714	0.08696177438466668	60	NA	2.55392394167e-07	0.39360499958466666	0.48056677396933334	498.0	733.6666666666666
ASM#10715	0.03932075201026666	18	NA	0.000609388535612	0.8888463584623333	0.8508973763576667	552.3333333333334	474.6666666666667
ASM#10716	0.06108691717466652	3	NA	1.79064698376e-08	0.8979698289456666	0.836882911771	881.0	605.6666666666666
ASM#10717	0.02169617661366663	7	NA	1.00539321495e-06	0.838629504979	0.8603256815926666	5409.0	3956.0
ASM#10718	NA	2	NA	NA	NA	NA	0.6666666666666666	1.6666666666666667
ASM#10719	NA	16	NA	NA	NA	NA	15.666666666666666	0.3333333333333333
ASM#10720	0.043518518518666616	3	NA	0.659748328362	0.6157407407409999	0.5722222222223333	8.666666666666666	18.333333333333332
ASM#10721	0.09639855615533338	56	NA	0.145103751339	0.5339899937463334	0.437591437591	40.0	37.333333333333336
ASM#10722	0.5895061728396667	2	NA	0.145103751339	0.5895061728396667	0.0	30.0	0.0
ASM#10723	0.8569642517013335	2	NA	0.145103751339	0.8569642517013335	0.0	126.66666666666667	0.0
ASM#10724	0.01760687561733343	2	ASS	0.542637996928	0.5369305573450001	0.5193236817276666	207.66666666666666	261.0
ASM#10725	0.00021785113200001316	2	SE	0.829312881801	0.9992526177136666	0.9990347665816666	881.6666666666666	1086.3333333333333
ASM#10726	NA	4	NA	NA	NA	NA	0.0	0.6666666666666666
ASM#10727	0.20733075036500007	32	NA	0.00496292539182	0.6222222222223334	0.7856777066833334	10.666666666666666	214.33333333333334
ASM#10728	0.0994643306293333	2	NA	0.269856347037	0.5665695937873333	0.467105263158	33.0	17.0
ASM#10729	0.12059422059413336	13	NA	0.178876249813	0.6031746031746666	0.6196581196583334	10.0	11.666666666666666
ASM#10730	0.008705832269000013	15	NA	0.85612256931	0.8462962962963333	0.8375904640273334	9.0	28.666666666666668
ASM#10731	0.09042627533213338	2	NA	0.273675645438	0.7666666666666666	0.8570929419986667	5.666666666666667	44.666666666666664
ASM#10732	0.10153738644313337	2	NA	0.22523324271	0.7555555555556667	0.8570929419986667	5.333333333333333	44.666666666666664
ASM#10733	0.3959749562445333	26	NA	3.90233956208e-34	0.1731067480616	0.47780078214833327	286.6666666666667	94.66666666666667
ASM#10734	0.003783571866723333	4	NA	0.0243403682815	0.9883031465063333	0.9916616356246667	2676.6666666666665	1707.3333333333333
ASM#10735	0.11533784253099993	16	NA	2.52572404761e-14	0.5634293356176666	0.4480914930866667	863.3333333333334	605.0
ASM#10736	0.018777542463333352	2	SE	0.690600822008	0.6863095238096667	0.7050870662729999	68.0	51.0
