ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsiDiff	turbo_p_value	majiq_p_value	leafcutter_p_value	jum_p_value
ASM5155	2	7	9576	3323	0.000203461	0.065334831	NA	0.539	NA	0.0796
ASM5156	2	4	58	9	0.457245399	0.574074074	NA	NA	NA	NA
ASM5157	8	14	976	912	NA	0.021066312	0.0331	0.539	0.191	0.0493
ASM5158	4	14	1681	670	0.112266373	0.026899429	0.552	NA	NA	0.158
ASM5159	6	9	1626	1097	0.078099202	0.128895941	0.000392	NA	0.732	0.0942
ASM5160	2	7	48	59	0.595332538	0	NA	NA	NA	NA
ASM5161	2	7	20	23	0.433664655	0.083333333	NA	NA	NA	NA
ASM5162	8	20	559	815	NA	0.404761905	NA	NA	NA	NA
ASM5163	9	27	1240	1300	0.010621863	0	8.51E-07	NA	NA	NA
ASM5164	5	20	16003	6898	0.151806775	0.043532847	0.0147	NA	0.0823	0.0345
ASM5165	5	17	12499	8284	NA	0.007090017	NA	NA	0.827	0.0579
ASM5166	9	22	4438	2192	0.17048418	0.008279512	0.00732	NA	0.0725	0.0442
ASM5167	6	20	116	112	0.945789032	0	NA	NA	NA	NA
ASM5168	3	4	267	535	0.066674794	0.020884602	0.000565	NA	NA	NA
ASM5169	6	32	771	6025	0.071445372	0	0.0174	NA	NA	0.0905
ASM5170	2	4	0	16	NA	0.666666667	NA	NA	NA	NA
ASM5171	2	4	1634	1784	0.327677979	0.0786522	0.338	NA	0.298	0.132
ASM5172	8	31	8732	11738	0.306868488	0.388888889	0.124	NA	0.556	0.0312
ASM5173	3	5	18	8	0.636310056	0.833333333	NA	NA	NA	NA
ASM5174	9	12	175	696	0.110222262	0.128968254	5.18E-06	NA	NA	0.223
ASM5175	5	15	2109	7874	0.462909854	0.018924682	0.42	NA	0.0838	0.0778
ASM5176	7	13	151	1365	0.014855195	0.333333333	2.56E-05	NA	NA	NA
ASM5177	3	4	10	119	0.03408721	0.106280193	NA	NA	NA	0.464
ASM5178	2	7	3385	4533	0.891318713	0.001831502	NA	NA	NA	NA
ASM5179	10	38	26615	38122	0.467234551	0.011536797	0.00117	NA	0.293	0.103
ASM5180	5	33	6340	8354	0.269891745	0.276705239	0.0228	NA	NA	0.0772
ASM5181	9	27	2049	11283	0.034586033	0.166037921	0.568	NA	NA	0.17
ASM5182	7	13	5436	10259	0.023204771	0.070385093	0.00222	NA	0.203	0.0506
ASM5183	6	38	6631	2855	0.043984236	0.5	0.000365	NA	NA	0.0522
ASM5184	2	4	97	16	0.233309959	0.333333333	NA	NA	NA	NA
ASM5185	3	6	82	20	0.20698986	0.533333333	NA	NA	NA	NA
ASM5186	3	6	1188	1430	0.32163292	0.026490371	NA	NA	NA	0.0381
ASM5187	7	8	3626	4883	0.854788444	0.027987553	0.737	NA	NA	NA
ASM5188	5	21	14917	13362	0.480977005	0.229365079	0.46	NA	0.353	0.0385
ASM5189	8	20	2881	2245	0.570091861	0.288888889	0.704	NA	0.543	0.263
ASM5190	10	22	3046	10223	0	0.333333333	0	0.000000828	5.13E-07	0.0295
ASM5191	5	15	2265	2987	1	0.114817391	0.897	NA	NA	0.179
ASM5192	10	39	30118	35255	1	0.036879091	NA	NA	0.0282	0.0424
ASM5193	8	18	1700	2035	5.38E-06	0.254662005	0.000124	NA	0.0374	0.0572
ASM5194	2	3	18	0	NA	0.888888889	NA	NA	NA	NA
ASM5195	8	21	8009	10121	0.019146553	0.001853158	NA	NA	0.686	0.0508
ASM5196	8	15	9787	9671	NA	0.031882571	0.649	NA	NA	0.187
ASM5197	2	3	190	136	0.609919541	0.157616263	NA	NA	NA	0.3
ASM5198	4	11	492	296	0.941592211	0.097115385	NA	NA	NA	NA
ASM5199	4	12	3807	3955	NA	0.017092572	NA	NA	0.969	0.233
ASM5200	3	6	1586	1820	0.601231511	0.111217949	NA	NA	NA	NA
ASM5201	10	23	5345	4156	NA	0.068452381	0.000581	NA	0.00476	0.0403
ASM5202	10	13	7391	5287	0.990773292	0.044628579	0.206	NA	NA	0.0833
ASM5203	2	3	2833	378	0.442725629	0.024051926	NA	NA	NA	0.149
ASM5204	2	6	100	30	0.755554719	0	NA	NA	NA	NA
ASM5205	2	4	1587	1179	0.813895688	0.006255461	0.274	NA	0.414	0.0996
ASM5206	2	4	1364	1134	0.888638292	0.006255461	0.627	NA	0.799	0.0917
ASM5207	2	3	1324	1006	0.374233703	0.005901082	0.312	NA	0.0486	0.0419
ASM5208	2	4	85	97	0.938532356	0.022222222	NA	NA	NA	NA
ASM5209	2	23	4978	4346	0.484905065	0.040789405	3.16E-06	NA	0.0194	0.0508
ASM5210	7	21	7000	11951	0.958371475	0.070027979	0.18	NA	0.371	0.163
ASM5211	3	18	227	0	NA	1	NA	NA	NA	NA
ASM5212	7	30	9649	12308	0.567722889	0.014814815	0.00147	NA	0.0446	0.0264
ASM5213	2	4	910	481	0.432563311	0.066666667	NA	NA	NA	NA
ASM5214	6	8	4143	5712	0.027086602	0.039166807	NA	NA	0.0492	0.0364
ASM5215	8	20	13170	11039	NA	0.333333333	NA	NA	0.237	0.0437
ASM5216	4	10	1993	1894	0.879182991	0.036688137	0.0934	NA	NA	1
ASM5217	2	4	13	41	0.382712356	0.083333333	NA	NA	NA	NA
ASM5218	2	3	17	452	0.029150678	0.031736282	1	NA	NA	NA
ASM5219	2	3	10054	7299	0.542380184	0.021601058	NA	NA	NA	0.148
ASM5220	9	14	2837	3253	0.014509858	0	0.000145	NA	0.0733	0.0418
ASM5221	8	22	2837	6348	0.892997888	0.063755964	0.139	NA	NA	0.0699
ASM5222	5	8	5102	10060	0.467188337	0.012932274	0.466	NA	0.104	0.0403
ASM5223	3	5	3288	6713	0.683337099	0.015978206	0.481	NA	0.568	0.0543
ASM5224	2	5	10608	1573	0.890637458	0.003073272	NA	NA	NA	NA
ASM5225	4	6	5889	932	0.785060911	0.037957708	0.565	NA	NA	0.081
ASM5226	8	28	6037	6993	0.07181761	0.333333333	0.00721	NA	0.0165	0.0303
ASM5227	9	21	4762	7199	0.733509403	0	0.00024	NA	NA	0.147
ASM5228	3	9	1122	2800	0.217635138	0.013957307	0.271	NA	NA	NA
ASM5229	4	21	754	503	0.023392491	0	0.0466	NA	NA	NA
ASM5230	7	42	6532	6178	NA	0.037493998	0.0875	NA	NA	NA
ASM5231	2	4	26796	31560	0.608318519	0.007174309	NA	NA	0.91	0.161
ASM5232	2	5	346	88	0.75625835	0.177350427	NA	NA	NA	NA
ASM5233	2	3	104	18	0.007260309	0.177350427	NA	NA	NA	NA
ASM5234	2	5	102	36	0.050612956	0.5	NA	NA	NA	NA
ASM5235	5	19	20094	17044	1	0	0.356	NA	0.275	0.0239
ASM5236	4	5	1611	1576	0.741462429	0.004024067	0.547	NA	0.894	0.125
ASM5237	4	7	3312	3502	0.041137776	0.04615364	0.474	NA	0.666	0.0278
ASM5238	8	9	3191	4246	0.513547327	0.005683502	0.12	NA	NA	NA
ASM5239	3	5	133	111	0.764564973	0.061111111	0.0402	NA	NA	NA
ASM5240	6	14	8007	9132	0.71328376	0.014449305	NA	NA	NA	0.305
ASM5241	9	14	6815	14430	0.936244457	0.034584824	0.0852	NA	0.0578	0.0172
ASM5242	9	19	8495	6894	NA	0.027504281	NA	NA	NA	0.0434
ASM5243	3	24	4299	3935	0.883800925	0.016699967	NA	NA	NA	NA
ASM5244	2	15	3266	3211	0.831674795	0.016699967	NA	NA	NA	NA
ASM5245	2	4	587	204	0.553346508	0.0815867	NA	NA	NA	NA
ASM5246	5	6	1099	1430	NA	0.032392553	0.889	NA	0.664	0.204
ASM5247	2	3	183	370	0.606536829	0.002777778	NA	NA	NA	NA
ASM5248	4	11	1763	3247	0.601853209	0.009496262	0.0043	NA	0.00502	0.0369
ASM5249	2	4	14	4	0.516907627	0.333333333	NA	NA	NA	NA
ASM5250	5	11	1409	794	0.359354668	0.433333333	NA	NA	NA	0.582
ASM5251	10	19	3615	3841	NA	0.333333333	NA	NA	0.00306	0.0271
ASM5252	9	15	2793	3306	NA	0.333333333	1	NA	NA	NA
ASM5253	2	16	1079	537	0.73400499	0.666666667	NA	NA	NA	NA
ASM5254	2	3	1419	1312	0.261637907	0.008859471	0.702	NA	0.767	0.107
ASM5255	7	11	2770	6931	0.000722891	0.333333333	0.372	NA	0.258	0.0706
ASM5256	2	3	5836	8919	0.554822553	0.012322349	NA	NA	0.129	0.0178
ASM5257	2	3	1281	1330	0.168897117	0.038434187	0.00326	NA	0.0511	0.0542
ASM5258	3	4	2535	2841	0.151351764	0.041487126	0.000217	NA	0.0178	0.0308
ASM5259	3	4	3429	3447	0.295748076	0.079391104	1	NA	0.31	0.0274
ASM5260	11	42	7094	5253	0.135900737	0.198863636	0.0015	NA	0.0214	0.0628
ASM5261	7	20	1734	1010	0.096849512	0.212121212	0.961	NA	NA	0.0826
ASM5262	6	35	12494	12938	0.198065792	0.043651426	0.283	NA	0.144	0.0287
ASM5263	2	4	3975	225	1	0.00486618	1	NA	NA	NA
ASM5264	2	4	2641	1642	0.640162801	0.030555556	NA	NA	0.627	0.0562
ASM5265	9	29	30057	33438	0.053173946	0.176346801	0.591	NA	NA	NA
ASM5266	7	13	3190	2993	0.019265575	0.083630767	0.0848	NA	0.0951	0.0333
ASM5267	8	15	5912	9552	NA	0	NA	NA	NA	NA
ASM5268	6	28	15726	11636	0.205446612	0.015528336	0.0111	NA	0.259	0.0217
ASM5269	3	5	479	0	NA	0.812957875	NA	NA	NA	NA
ASM5270	2	3	116	0	NA	0.614285714	NA	NA	NA	NA
ASM5271	6	23	8517	9360	0.180408854	0.1082153	0.000843	6.68E-08	0.0199	0.074
ASM5272	2	4	43	21	0.195621359	0.305555556	NA	NA	NA	NA
ASM5273	9	31	3205	3880	0.095242655	0.277777778	0.0221	NA	0.0874	0.0329
ASM5274	2	4	831	1450	0.084146039	0.007836125	NA	NA	0.219	0.0556
ASM5275	9	10	1683	1543	NA	0.029180493	0.0614	NA	0.51	0.0383
ASM5276	3	4	2356	2184	0.027668108	0.034540971	0.000235	NA	NA	0.3
ASM5277	9	13	1521	891	NA	0.027777778	0.000721	NA	NA	0.0958
ASM5278	7	29	2621	2026	0.99180048	0.006124001	0.549	NA	0.696	0.0635
ASM5279	5	20	9579	8973	1	0	1.21E-08	NA	0.0998	0.0354
ASM5280	2	3	762	625	0.003837355	0.050931746	5.97E-06	NA	NA	NA
ASM5281	4	31	6338	3249	0.068660711	0.158743435	2.00E-12	NA	NA	0.124
ASM5282	6	41	3857	4861	0.093654616	0.040884073	0.0283	NA	0.262	0.0398
ASM5283	7	40	20357	44033	0.964585652	0.244444444	0.454	NA	0.278	0.0227
ASM5284	9	8	2895	3636	NA	0.016919223	0.146	NA	0.0672	0.0273
ASM5285	2	4	3887	771	0.68625863	0.002711775	NA	NA	NA	NA
ASM5286	9	13	1817	876	0.025522333	0.050083729	3.80E-05	NA	0.864	0.17
ASM5287	3	5	259	248	0.296365096	0	0.84	NA	NA	0.116
ASM5288	5	34	14647	13795	0.089071119	0.319444444	6.84E-08	NA	0.131	0.0449
ASM5289	2	3	1434	1526	0.880506471	0.00256724	1	NA	NA	NA
ASM5290	6	10	590	529	0.004786314	0.198015873	0.586	NA	NA	0.116
ASM5291	3	11	10790	12577	0.100535594	0.010502842	NA	NA	NA	NA
ASM5292	4	17	3550	5321	0.117545952	0.00333408	0.0324	NA	0.195	0.157
ASM5293	2	4	4365	7873	0.473584213	0.011521652	NA	NA	NA	NA
ASM5294	4	9	702	174	0.13575207	0.039380135	NA	NA	NA	NA
ASM5295	3	7	1858	2539	0.461435249	0.069703728	0.149	NA	0.456	0.0802
ASM5296	3	9	2166	3004	0.112260594	0.069703728	NA	NA	NA	0.0909
ASM5297	6	18	522	5839	0.821912079	0.012345679	0.571	NA	NA	0.151
ASM5298	7	10	39922	61922	0.375313774	0.157404194	1	NA	0.182	0.0497
ASM5299	5	6	1202	0	NA	0.64284585	NA	NA	NA	NA
ASM5300	2	3	210	76	0.520665548	0.051136364	0.57	NA	NA	NA
ASM5301	2	3	282	87	0.49146467	0.047544775	0.0369	NA	NA	NA
ASM5302	5	9	2921	3336	0.271696971	0.034919309	0.043	NA	0.401	0.0662
ASM5303	4	6	183	353	0.811143426	0.133420746	0.051	NA	NA	0.141
ASM5304	2	4	88	187	0.117658427	0.059920635	NA	NA	NA	NA
ASM5305	5	6	815	957	0.639874819	0.044004651	0.0267	NA	NA	0.175
ASM5306	5	7	1212	1329	0.742859235	0.030353213	0.0657	NA	NA	0.0573
ASM5307	6	21	12977	9654	0.339523431	0.30543142	6.89E-09	NA	0.0234	0.0189
ASM5308	3	4	419	462	0.309784734	0.166355431	NA	NA	NA	NA
ASM5309	2	4	28	41	0.08410205	0.277777778	NA	NA	NA	NA
ASM5310	9	50	3378	4692	0.028730725	0.833333333	NA	NA	NA	NA
ASM5311	2	3	38383	31232	1	9.15E-05	0.125	NA	0.257	0.023
ASM5312	8	17	10803	6024	1	0.12517807	0.64	NA	0.283	0.0434
ASM5313	5	15	23248	18889	0.716724329	0.03040293	0.649	NA	0.516	0.0299
ASM5314	2	3	129	51	0.196818267	0.207936508	NA	NA	NA	NA
ASM5315	2	4	0	619	NA	0.706694272	NA	NA	NA	0.427
ASM5316	2	5	0	775	NA	0.706694272	NA	NA	NA	NA
ASM5317	4	7	5771	5476	0.665985861	0.049659625	0.0164	NA	0.083	0.0354
ASM5318	3	4	3160	3137	0.74059288	0.003561944	1	NA	NA	NA
ASM5319	5	23	11552	16197	0.004111365	0.047943398	6.09E-07	NA	0.022	0.0283
ASM5320	2	3	324	434	0.141251809	0.034332145	0.0114	NA	NA	NA
ASM5321	2	3	223	305	0.227948826	0.006418573	0.0923	NA	NA	NA
ASM5322	2	19	2792	2285	0.168803449	0.277777778	NA	NA	NA	NA
ASM5323	3	8	674	324	0.096054914	0.133333333	NA	NA	NA	0.391
ASM5324	5	29	2822	2351	0.332717268	0.155555556	0.846	NA	NA	NA
ASM5325	2	5	0	24	NA	0.666666667	NA	NA	NA	NA
ASM5326	6	6	3759	4112	0.000748577	0.062822933	1.52E-14	NA	7.87E-06	0.0251
ASM5327	2	3	405	459	0.993039498	0.003998374	0.589	NA	NA	NA
ASM5328	3	6	0	83	NA	0.75	NA	NA	NA	NA
ASM5329	7	13	0	1516	NA	0.666666667	NA	NA	NA	NA
ASM5330	2	3	0	192	NA	1	NA	NA	NA	1
ASM5331	10	35	16517	10127	0.292193858	0.089797298	0.114	NA	0.361	0.0529
ASM5332	5	14	65751	62914	0.830826072	0.014264306	1	NA	NA	NA
ASM5333	4	6	21021	20334	0.041911656	0.012183045	NA	NA	NA	0.0504
ASM5334	2	3	331	233	0.793010844	0.028500063	NA	NA	NA	NA
ASM5335	4	12	9625	18276	0.773200781	0.010557834	1	NA	NA	0.039
ASM5336	5	7	425	347	0.828661653	0.120634921	0.000544	NA	NA	NA
ASM5337	8	16	11227	11438	0.050678094	0	0.000131	NA	0.00562	0.0469
ASM5338	9	17	114100	213026	3.32E-13	0.050202781	NA	NA	0.134	0.00705
ASM5339	5	11	6329	2887	0.609755824	0.075826541	NA	NA	0.986	0.0505
ASM5340	5	27	14969	11275	1.94E-06	0.322354193	2.80E-08	0.921	0.000503	0.0308
ASM5341	5	6	2966	2261	0.940222517	0.017857744	0.309	NA	0.525	0.0327
ASM5342	2	3	10201	10441	0.622450468	0.015190954	NA	NA	NA	NA
ASM5343	8	10	13224	13710	0.349338661	0.023983936	3.63E-05	NA	0.111	0.0167
ASM5344	2	3	128	0	NA	0.955555556	NA	NA	NA	NA
ASM5345	8	10	274	13038	0.080943651	0.102715832	NA	NA	NA	0.0885
ASM5346	7	12	2488	3044	0.000349871	0.181099215	0.339	NA	0.375	0.0448
ASM5347	4	20	2637	1503	0.4712271	0.050815607	NA	NA	NA	0.0799
ASM5348	7	17	963	1195	0.245393383	0.039316239	0.196	NA	NA	0.102
ASM5349	5	10	164	177	0.010047838	0.458695652	NA	NA	NA	0.295
ASM5350	3	4	2145	2000	0.071186458	0.032176389	0.655	NA	0.00796	0.0288
ASM5351	6	13	2737	2106	0.890531289	0.034020348	0.246	NA	0.291	0.0691
ASM5352	2	4	41	27	0.557998168	0	NA	NA	NA	NA
ASM5353	8	11	25006	322	0.216939729	0.05295805	0.176	NA	NA	0.037
ASM5354	2	6	196	36	0.001696573	0.327205882	NA	NA	NA	NA
ASM5355	2	9	910	0	NA	0.683094385	NA	NA	NA	0.173
ASM5356	7	9	6658	6322	0.001690395	0.081023933	7.72E-09	0.00241	0.0895	0.0228
ASM5357	3	5	6256	3427	0.498301147	0.005167226	NA	NA	0.736	0.111
ASM5358	2	5	1426	768	0.14664625	0.031122443	NA	NA	NA	NA
ASM5359	6	15	25892	10946	0.102822541	0.056946525	NA	NA	0.143	0.0374
ASM5360	3	13	9032	13405	0.062592164	0.108706587	NA	NA	NA	NA
ASM5361	3	7	13783	27835	0.594669445	0.010037646	NA	NA	0.262	NA
ASM5362	5	19	6675	4582	0.11654404	0	0.0356	NA	0.0307	0.0473
ASM5363	5	17	2712	1921	0.364436367	0	0.00244	NA	NA	0.114
ASM5364	3	4	482	378	0.865206935	0.022592098	0.381	NA	0.959	0.0636
ASM5365	2	4	937	868	0.452159852	0.094927514	NA	NA	NA	NA
ASM5366	3	11	1917	1860	0.693095403	0.04624942	NA	NA	NA	NA
ASM5367	2	3	228	182	0.446691013	0.013236523	0.506	NA	NA	0.515
ASM5368	2	5	215	190	0.957811724	0	NA	NA	NA	NA
ASM5369	4	43	26890	36645	1	0.024509804	1	NA	0.265	0.0427
ASM5370	3	35	88311	102942	0.971734199	0	0.00598	NA	0.943	0.0349
ASM5371	2	3	65	0	NA	1	NA	NA	NA	NA
ASM5372	3	6	21	0	NA	0.644444444	NA	NA	NA	NA
ASM5373	4	12	12020	1907	0.204600672	0.044385321	NA	NA	NA	0.0845
ASM5374	7	22	2752	1852	0.015625851	0.096780093	NA	NA	NA	0.0478
ASM5375	4	15	24136	21785	0.215354633	0.035792678	7.23E-07	NA	0.215	0.0196
ASM5376	2	3	973	1595	0.027519781	0.136246175	NA	NA	0.577	0.0466
ASM5377	2	4	11241	14908	1	0.007440128	NA	NA	NA	NA
ASM5378	10	28	16868	21297	0.331943483	0.378749029	0.318	NA	0.703	0.0367
ASM5379	9	27	6801	50931	0	0.241931814	0	1.60E-18	1.10E-11	0.0171
ASM5380	2	3	5789	3986	0.847326095	0.006335566	0.825	NA	0.883	0.0699
ASM5381	4	16	70	142	0.861195935	0	NA	NA	NA	NA
ASM5382	7	8	6710	3362	0.499877505	0.022941166	0.0106	NA	0.226	0.0173
ASM5383	2	4	16056	10721	0.561539677	0.003446504	NA	NA	NA	NA
ASM5384	3	7	5740	8280	0.260794715	0.028129947	0.305	NA	0.243	0.0355
ASM5385	7	17	159	133	0.730830966	0.097619048	1	NA	NA	NA
ASM5386	3	4	1145	522	0.390915547	0.17248721	0.095	NA	0.00803	0.0684
ASM5387	2	3	100	133	0.482737508	0.045580808	0.635	NA	NA	NA
ASM5388	9	10	8621	9113	0.555265615	0.184615385	0.408	NA	0.356	0.0704
ASM5389	8	11	3348	2874	0.034177515	0.062419741	0.0225	NA	0.474	0.0442
ASM5390	5	8	6580	1548	0.855000977	0.133333333	NA	NA	NA	NA
ASM5391	9	25	7038	10994	0.986320883	0.020009415	0.0477	NA	0.775	0.0485
ASM5392	3	34	48348	52333	1	0.652777778	0.831	NA	0.223	0.0207
ASM5393	2	4	0	16041	NA	0.730482142	NA	NA	NA	0.0416
ASM5394	4	4	0	25106	NA	0.554768981	NA	NA	NA	0.0323
ASM5395	6	27	10282	7995	0.120177862	0.031467101	0.00461	NA	0.0433	0.0243
ASM5396	2	4	3605	3713	0.973598483	0.009228772	0.639	NA	0.474	0.0514
ASM5397	2	3	74	42	0.518490395	0.108946609	0.203	NA	NA	NA
ASM5398	2	3	1080	1189	0.660033826	0.000206398	1	NA	NA	NA
ASM5399	3	9	10876	2064	0.321419486	0.053496313	0.00215	NA	NA	0.099
ASM5400	2	3	8082	4732	0.807631057	0.006172075	NA	NA	0.408	0.171
ASM5401	2	3	11221	13506	1	0.004387886	0.462	NA	0.447	0.00781
ASM5402	4	12	8235	13201	0.289949426	0.003238248	0.186	NA	0.267	0.105
ASM5403	7	20	57956	77344	0.000403946	0.026541924	NA	NA	0.346	0.012
ASM5404	7	13	911	8025	0.1419622	0.022363617	NA	NA	0.401	0.037
ASM5405	2	3	845	608	0.378655066	0.008062786	NA	NA	NA	NA
ASM5406	8	16	41798	48118	0.999928658	0.00677837	0.337	NA	0.424	0.00823
ASM5407	2	4	12345	11076	0.895197147	0.000461295	1	NA	NA	0.305
ASM5408	2	5	12577	10943	0.697681484	0.000461295	NA	NA	NA	NA
ASM5409	7	18	124898	165504	NA	0.263888889	0.863	NA	0.266	0.00952
ASM5410	2	3	2091	4892	0.104744614	0.097967364	0.0867	NA	NA	0.13
ASM5411	6	10	2409	3699	0.018364326	0.056706227	1	NA	0.0226	0.0833
ASM5412	5	20	7023	15491	0.926491563	0.079647687	NA	NA	0.211	0.0587
ASM5413	7	18	769	547	0.278073567	0	0.000285	NA	NA	NA
ASM5414	6	20	3712	7640	2.16E-05	0.333333333	NA	0.0014	8.24E-05	0.0315
ASM5415	4	7	235	1140	0.613532247	0.020833333	NA	NA	NA	0.276
ASM5416	3	4	446	340	0.108781311	0.067789988	2.12E-05	NA	NA	NA
ASM5417	9	13	35763	35896	0.971137584	0	NA	NA	0.17	0.01
ASM5418	2	5	2110	606	0.72883278	0.008855651	NA	NA	NA	NA
ASM5419	2	3	2139	635	0.036681274	0.008855651	NA	NA	NA	0.331
ASM5420	3	6	11386	10555	0.093754904	0.00514317	NA	NA	NA	NA
ASM5421	6	25	9359	11537	0.338536736	0	NA	NA	NA	0.0711
ASM5422	2	3	3175	1674	0.679671928	0.012639242	0.625	NA	0.689	0.0966
ASM5423	5	20	49	57	0.026753063	0.333333333	1	NA	NA	NA
ASM5424	8	44	421700	658869	5.33E-08	0.002250528	0.286	NA	0.0622	0.00622
ASM5425	8	22	213661	204243	1.91E-08	0	4.88E-08	NA	0.000146	0.0101
ASM5426	7	20	0	18793	NA	0.333333333	NA	NA	NA	0.0564
ASM5427	9	15	5928	3915	NA	0.014144573	0.192	NA	0.0185	0.0355
ASM5428	2	4	469	751	0.066274053	0.123248135	NA	NA	NA	NA
ASM5429	2	3	2747	2984	0.2600852	0.023375967	1.94E-07	NA	0.0052	0.0536
ASM5430	2	4	4512	4757	0.794493115	0.030104721	0.516	NA	0.224	0.0354
ASM5431	2	3	5758	6942	0.721323431	0.019406129	NA	NA	NA	0.0401
ASM5432	2	3	935	541	0.388445382	0.034079521	NA	NA	NA	0.159
ASM5433	10	20	964	1047	0.000294181	0.211862865	1	NA	NA	NA
ASM5434	5	17	19451	17253	0.985658424	0.003017901	0.115	NA	0.182	0.0489
ASM5435	6	12	413	223	NA	0.020817418	0.855	NA	NA	0.493
ASM5436	8	15	17261	19647	0.512898198	0	0.000118	NA	0.785	0.042
ASM5437	4	7	11509	6177	0.430357445	0.017343032	NA	NA	0.746	0.0295
ASM5438	3	9	12377	15694	1	0.037720722	0.547	NA	0.937	0.0235
ASM5439	5	15	23637	42319	0.987686026	0.042394644	0.265	NA	0.0584	0.0119
ASM5440	6	11	11547	5107	0.483946197	0.050252842	0.885	NA	0.193	0.0315
ASM5441	2	3	46	0	NA	0.65	NA	NA	NA	NA
ASM5442	2	7	245	3	0.000494821	0.65	NA	NA	NA	NA
ASM5443	4	21	7633	55	8.61E-11	0.918863922	NA	NA	NA	0.0985
ASM5444	2	3	39	0	NA	0.333333333	NA	NA	NA	NA
ASM5445	2	3	3832	402	0.698963019	0.041297933	NA	NA	NA	0.0532
ASM5446	7	30	16249	14397	0	0.155169244	6.62E-11	4.64E-09	3.88E-06	0.0291
ASM5447	2	29	58874	96078	0.012568794	0.0003948	0.0405	NA	1.27E-06	0.0173
ASM5448	6	17	8344	9482	0.001135119	0.095238095	1	NA	NA	0.134
ASM5449	2	6	7759	12161	0.353558617	0	NA	NA	NA	NA
ASM5450	2	3	2641	4276	0.636050092	0.020943367	0.312	NA	0.149	0.0223
ASM5451	2	3	1922	2992	0.520858479	0	NA	NA	0.729	0.0406
ASM5452	8	17	16519	16108	0.98873064	0.084656085	0.000395	NA	0.0126	0.0191
ASM5453	4	6	1800	2264	0.944371406	0.022104666	NA	NA	0.566	0.0284
ASM5454	6	12	3171	4240	0.961226493	0.031325028	0.364	NA	0.222	0.0292
ASM5455	2	4	160	340	0.088018688	0.49047619	NA	NA	NA	NA
ASM5456	4	6	125	0	NA	0.944444444	NA	NA	NA	NA
ASM5457	10	24	75935	94190	1	0.001918724	NA	NA	NA	0.034
ASM5458	2	3	0	110	NA	0.877777778	NA	NA	NA	NA
ASM5459	4	6	2180	3016	0.098791456	0.040728401	0.125	NA	NA	0.0909
ASM5460	2	11	15120	20602	0.467553677	0.014398399	0.869	NA	0.94	0.0111
ASM5461	2	4	11061	14744	0.834821376	0.016384169	NA	NA	0.184	0.013
ASM5462	6	9	767	1323	NA	0.098148148	0.108	NA	0.288	0.0504
ASM5463	5	8	217	211	0.226343834	0.058201058	0.111	NA	NA	NA
ASM5464	2	6	13490	2425	0.374244647	0.009170703	NA	NA	NA	NA
ASM5465	3	40	22989	26506	0.451433802	0.038875339	0.0352	NA	0.0783	0.0241
ASM5466	2	10	5316	11244	0.506485131	0.003342664	NA	NA	NA	NA
ASM5467	2	3	4645	7569	0.51542518	0.001170675	1	NA	NA	NA
ASM5468	2	3	2668	4184	1	0.009405547	NA	NA	0.499	0.0247
ASM5469	8	29	4444	6148	NA	0.026437375	0.348	NA	NA	0.534
ASM5470	2	5	1559	1032	0.244611168	0.018896329	NA	NA	NA	NA
ASM5471	2	4	1801	1088	0.500402611	0.040829375	NA	NA	NA	NA
ASM5472	7	9	3134	3454	0.002784408	0.103417579	NA	NA	0.013	0.0198
ASM5473	2	6	5662	8120	0.592452581	0.014187807	NA	NA	NA	NA
ASM5474	2	3	102	51	0.20446766	0.138888889	1	NA	NA	NA
ASM5475	2	3	124	45	0.007557352	0.138888889	NA	NA	NA	NA
ASM5476	3	5	34497	32433	1	0.001542055	0.0935	NA	0.128	0.0128
ASM5477	5	9	12798	12457	1	0.038221082	NA	NA	0.0611	0.0215
ASM5478	2	3	681	751	0.409980177	0.025427286	1	NA	NA	NA
ASM5479	8	14	7513	7302	0.088818345	0.029016476	1	NA	0.00165	0.0455
ASM5480	7	10	20436	20065	0.78771254	0.007370774	0.55	NA	0.00165	0.0363
ASM5481	9	40	35486	59673	1.67E-07	0.002564103	1.04E-05	NA	0.0126	0.0184
ASM5482	2	3	1189	1446	0.611390857	0.029075186	0.364	NA	0.854	0.0531
ASM5483	6	14	5684	2519	0.260921367	0.105300169	NA	0.0234	0.00689	0.0439
ASM5484	3	32	28381	32568	0.813339276	0.013836817	0.152	NA	0.885	0.118
ASM5485	2	3	7490	9129	0.679237407	0.00022947	NA	NA	0.24	0.198
ASM5486	6	26	5104	9286	0.604126034	0	1.23E-05	NA	0.000711	0.0525
ASM5487	7	12	42065	63932	1	0.088111888	NA	NA	NA	0.0718
ASM5488	7	30	3336	664	0.000417588	0.133255633	0.000595	NA	NA	0.101
ASM5489	7	21	37682	29650	1	0.001441643	NA	NA	0.749	0.112
ASM5490	5	21	9828	10793	0.507362208	0	9.19E-05	NA	0.0114	0.0396
ASM5491	4	7	34021	21690	0.524996353	0.056592575	NA	NA	0.0726	0.0283
ASM5492	2	4	39579	213304	0.888707473	0.059124643	NA	NA	NA	0.0542
ASM5493	4	8	22658	51671	0.694605099	0.333333333	NA	NA	0.148	0.0359
